Year,Make,Model,Category,updatedAt,mmy,mmy2
2017,Buick,Regal,Sedan,2020-01-27T20:44:18.370Z,Buick Regal 2017,Buick Regal 2017
2017,Bmw,X3,SUV,2020-01-27T20:44:18.369Z,Bmw X3 2017,Bmw X3 2017
2017,Buick,Envision,SUV,2020-01-27T20:44:18.370Z,Buick Envision 2017,Buick Envision 2017
2017,Buick,Cascada,Convertible,2020-01-27T20:44:18.370Z,Buick Cascada 2017,Buick Cascada 2017
2017,Bmw,X1,SUV,2020-01-27T20:44:18.369Z,Bmw X1 2017,Bmw X1 2017
2017,Bmw,X5,SUV,2020-01-27T20:44:18.369Z,Bmw X5 2017,Bmw X5 2017
2017,Bmw,M4,"Convertible, Coupe",2020-01-27T20:44:18.369Z,Bmw M4 2017,Bmw M4 2017
2017,Bmw,X6,SUV,2020-01-27T20:44:18.370Z,Bmw X6 2017,Bmw X6 2017
2017,Buick,Enclave,SUV,2020-01-27T20:44:18.370Z,Buick Enclave 2017,Buick Enclave 2017
2017,Buick,Lacrosse,Sedan,2020-01-27T20:44:18.370Z,Buick Lacrosse 2017,Buick Lacrosse 2017
2017,Bmw,X5-M,SUV,2020-01-27T20:44:18.370Z,Bmw X5-M 2017,Bmw X5-M 2017
2017,Cadillac,Ats-V,"Sedan, Coupe",2020-01-27T20:44:18.370Z,Cadillac Ats-V 2017,Cadillac Ats-V 2017
2017,Bmw,M6,"Coupe, Convertible",2020-01-27T20:44:18.369Z,Bmw M6 2017,Bmw M6 2017
2017,Cadillac,Ct6,Sedan,2020-01-27T20:44:18.370Z,Cadillac Ct6 2017,Cadillac Ct6 2017
2017,Buick,Encore,SUV,2020-01-27T20:44:18.370Z,Buick Encore 2017,Buick Encore 2017
2017,Buick,Verano,Sedan,2020-01-27T20:44:18.370Z,Buick Verano 2017,Buick Verano 2017
2017,Chevrolet,Colorado-Crew-Cab,Pickup,2020-01-27T20:44:18.370Z,Chevrolet Colorado-Crew-Cab 2017,Chevrolet Colorado-Crew-Cab 2017
2017,Chevrolet,Silverado-2500-Hd-Regular-Cab,Pickup,2020-01-27T20:44:18.370Z,Chevrolet Silverado-2500-Hd-Regular-Cab 2017,Chevrolet Silverado-2500-Hd-Regular-Cab 2017
2017,Chevrolet,Bolt-Ev,Hatchback,2020-01-27T20:44:18.370Z,Chevrolet Bolt-Ev 2017,Chevrolet Bolt-Ev 2017
2017,Cadillac,Escalade,SUV,2020-01-27T20:44:18.370Z,Cadillac Escalade 2017,Cadillac Escalade 2017
2017,Chevrolet,Colorado-Extended-Cab,Pickup,2020-01-27T20:44:18.370Z,Chevrolet Colorado-Extended-Cab 2017,Chevrolet Colorado-Extended-Cab 2017
2017,Cadillac,Cts-V,Sedan,2020-01-27T20:44:18.370Z,Cadillac Cts-V 2017,Cadillac Cts-V 2017
2017,Cadillac,Escalade-Esv,SUV,2020-01-27T20:44:18.370Z,Cadillac Escalade-Esv 2017,Cadillac Escalade-Esv 2017
2017,Chevrolet,Corvette,"Convertible, Coupe",2020-01-27T20:44:18.370Z,Chevrolet Corvette 2017,Chevrolet Corvette 2017
2017,Cadillac,Xt5,SUV,2020-01-27T20:44:18.370Z,Cadillac Xt5 2017,Cadillac Xt5 2017
2017,Chevrolet,Camaro,"Coupe, Convertible",2020-01-27T20:44:18.370Z,Chevrolet Camaro 2017,Chevrolet Camaro 2017
2017,Cadillac,Xts,Sedan,2020-01-27T20:44:18.370Z,Cadillac Xts 2017,Cadillac Xts 2017
2017,Cadillac,Ats,"Coupe, Sedan",2020-01-27T20:44:18.370Z,Cadillac Ats 2017,Cadillac Ats 2017
2017,Chevrolet,Impala,Sedan,2020-01-27T20:44:18.370Z,Chevrolet Impala 2017,Chevrolet Impala 2017
2017,Chevrolet,Express-2500-Cargo,Van/Minivan,2020-01-27T20:44:18.370Z,Chevrolet Express-2500-Cargo 2017,Chevrolet Express-2500-Cargo 2017
2017,Chevrolet,City-Express,Van/Minivan,2020-01-27T20:44:18.370Z,Chevrolet City-Express 2017,Chevrolet City-Express 2017
2017,Chevrolet,Silverado-1500-Crew-Cab,Pickup,2020-01-27T20:44:18.370Z,Chevrolet Silverado-1500-Crew-Cab 2017,Chevrolet Silverado-1500-Crew-Cab 2017
2017,Chevrolet,Cruze,"Hatchback, Sedan",2020-01-27T20:44:18.370Z,Chevrolet Cruze 2017,Chevrolet Cruze 2017
2017,Chevrolet,Silverado-1500-Double-Cab,Pickup,2020-01-27T20:44:18.370Z,Chevrolet Silverado-1500-Double-Cab 2017,Chevrolet Silverado-1500-Double-Cab 2017
2017,Chevrolet,Sonic,"Sedan, Hatchback",2020-01-27T20:44:18.370Z,Chevrolet Sonic 2017,Chevrolet Sonic 2017
2017,Chevrolet,Silverado-1500-Regular-Cab,Pickup,2020-01-27T20:44:18.370Z,Chevrolet Silverado-1500-Regular-Cab 2017,Chevrolet Silverado-1500-Regular-Cab 2017
2017,Chevrolet,Equinox,SUV,2020-01-27T20:44:18.370Z,Chevrolet Equinox 2017,Chevrolet Equinox 2017
2017,Chevrolet,Express-2500-Passenger,Van/Minivan,2020-01-27T20:44:18.370Z,Chevrolet Express-2500-Passenger 2017,Chevrolet Express-2500-Passenger 2017
2017,Chevrolet,Malibu,Sedan,2020-01-27T20:44:18.370Z,Chevrolet Malibu 2017,Chevrolet Malibu 2017
2017,Chevrolet,Silverado-2500-Hd-Double-Cab,Pickup,2020-01-27T20:44:18.370Z,Chevrolet Silverado-2500-Hd-Double-Cab 2017,Chevrolet Silverado-2500-Hd-Double-Cab 2017
2017,Chevrolet,Spark,Hatchback,2020-01-27T20:44:18.370Z,Chevrolet Spark 2017,Chevrolet Spark 2017
2017,Chevrolet,Silverado-2500-Hd-Crew-Cab,Pickup,2020-01-27T20:44:18.370Z,Chevrolet Silverado-2500-Hd-Crew-Cab 2017,Chevrolet Silverado-2500-Hd-Crew-Cab 2017
2017,Chevrolet,Express-3500-Cargo,Van/Minivan,2020-01-27T20:44:18.370Z,Chevrolet Express-3500-Cargo 2017,Chevrolet Express-3500-Cargo 2017
2017,Chevrolet,Express-3500-Passenger,Van/Minivan,2020-01-27T20:44:18.370Z,Chevrolet Express-3500-Passenger 2017,Chevrolet Express-3500-Passenger 2017
2017,Dodge,Charger,Sedan,2020-01-27T20:44:18.370Z,Dodge Charger 2017,Dodge Charger 2017
2017,Ferrari,Gtc4Lusso,Hatchback,2020-01-27T20:44:18.370Z,Ferrari Gtc4Lusso 2017,Ferrari Gtc4Lusso 2017
2017,Chevrolet,Silverado-3500-Hd-Double-Cab,Pickup,2020-01-27T20:44:18.370Z,Chevrolet Silverado-3500-Hd-Double-Cab 2017,Chevrolet Silverado-3500-Hd-Double-Cab 2017
2017,Chevrolet,Traverse,SUV,2020-01-27T20:44:18.370Z,Chevrolet Traverse 2017,Chevrolet Traverse 2017
2017,Chevrolet,Trax,SUV,2020-01-27T20:44:18.370Z,Chevrolet Trax 2017,Chevrolet Trax 2017
2017,Chrysler,Pacifica,Van/Minivan,2020-01-27T20:44:18.370Z,Chrysler Pacifica 2017,Chrysler Pacifica 2017
2017,Chrysler,300,Sedan,2020-01-27T20:44:18.370Z,Chrysler 300 2017,Chrysler 300 2017
2017,Chrysler,200,Sedan,2020-01-27T20:44:18.370Z,Chrysler 200 2017,Chrysler 200 2017
2017,Fiat,500,Hatchback,2020-01-27T20:44:18.370Z,Fiat 500 2017,Fiat 500 2017
2017,Dodge,Durango,SUV,2020-01-27T20:44:18.370Z,Dodge Durango 2017,Dodge Durango 2017
2017,Chevrolet,Silverado-3500-Hd-Crew-Cab,Pickup,2020-01-27T20:44:18.370Z,Chevrolet Silverado-3500-Hd-Crew-Cab 2017,Chevrolet Silverado-3500-Hd-Crew-Cab 2017
2017,Chevrolet,Suburban,SUV,2020-01-27T20:44:18.370Z,Chevrolet Suburban 2017,Chevrolet Suburban 2017
2017,Chevrolet,Tahoe,SUV,2020-01-27T20:44:18.370Z,Chevrolet Tahoe 2017,Chevrolet Tahoe 2017
2017,Chevrolet,Silverado-3500-Hd-Regular-Cab,Pickup,2020-01-27T20:44:18.370Z,Chevrolet Silverado-3500-Hd-Regular-Cab 2017,Chevrolet Silverado-3500-Hd-Regular-Cab 2017
2017,Chevrolet,Ss,Sedan,2020-01-27T20:44:18.370Z,Chevrolet Ss 2017,Chevrolet Ss 2017
2017,Chevrolet,Suburban-3500Hd,SUV,2020-01-27T20:44:18.370Z,Chevrolet Suburban-3500Hd 2017,Chevrolet Suburban-3500Hd 2017
2017,Ferrari,F12Berlinetta,Coupe,2020-01-27T20:44:18.370Z,Ferrari F12Berlinetta 2017,Ferrari F12Berlinetta 2017
2017,Ferrari,California,Convertible,2020-01-27T20:44:18.370Z,Ferrari California 2017,Ferrari California 2017
2017,Chevrolet,Volt,Hatchback,2020-01-27T20:44:18.370Z,Chevrolet Volt 2017,Chevrolet Volt 2017
2017,Fiat,124-Spider,Convertible,2020-01-27T20:44:18.370Z,Fiat 124-Spider 2017,Fiat 124-Spider 2017
2017,Fiat,500-Abarth,Hatchback,2020-01-27T20:44:18.370Z,Fiat 500-Abarth 2017,Fiat 500-Abarth 2017
2017,Dodge,Grand-Caravan-Passenger,Van/Minivan,2020-01-27T20:44:18.370Z,Dodge Grand-Caravan-Passenger 2017,Dodge Grand-Caravan-Passenger 2017
2017,Dodge,Challenger,Coupe,2020-01-27T20:44:18.370Z,Dodge Challenger 2017,Dodge Challenger 2017
2017,Chrysler,Pacifica-Hybrid,Van/Minivan,2020-01-27T20:44:18.370Z,Chrysler Pacifica-Hybrid 2017,Chrysler Pacifica-Hybrid 2017
2017,Ferrari,488-Spider,Convertible,2020-01-27T20:44:18.370Z,Ferrari 488-Spider 2017,Ferrari 488-Spider 2017
2017,Ferrari,488-Gtb,Coupe,2020-01-27T20:44:18.370Z,Ferrari 488-Gtb 2017,Ferrari 488-Gtb 2017
2017,Dodge,Viper,Coupe,2020-01-27T20:44:18.370Z,Dodge Viper 2017,Dodge Viper 2017
2017,Fiat,500C,Convertible,2020-01-27T20:44:18.370Z,Fiat 500C 2017,Fiat 500C 2017
2017,Dodge,Journey,SUV,2020-01-27T20:44:18.370Z,Dodge Journey 2017,Dodge Journey 2017
2017,Fiat,500E,Hatchback,2020-01-27T20:44:18.406Z,Fiat 500E 2017,Fiat 500E 2017
2017,Ford,C-Max-Energi,Wagon,2020-01-27T20:44:18.406Z,Ford C-Max-Energi 2017,Ford C-Max-Energi 2017
2017,Ford,Edge,SUV,2020-01-27T20:44:18.406Z,Ford Edge 2017,Ford Edge 2017
2017,Fiat,500L,Hatchback,2020-01-27T20:44:18.406Z,Fiat 500L 2017,Fiat 500L 2017
2017,Ford,Expedition,SUV,2020-01-27T20:44:18.406Z,Ford Expedition 2017,Ford Expedition 2017
2017,Fiat,500C-Abarth,Convertible,2020-01-27T20:44:18.406Z,Fiat 500C-Abarth 2017,Fiat 500C-Abarth 2017
2017,Fiat,500X,SUV,2020-01-27T20:44:18.406Z,Fiat 500X 2017,Fiat 500X 2017
2017,Ford,F150-Regular-Cab,Pickup,2020-01-27T20:44:18.406Z,Ford F150-Regular-Cab 2017,Ford F150-Regular-Cab 2017
2017,Ford,F150-Supercrew-Cab,Pickup,2020-01-27T20:44:18.406Z,Ford F150-Supercrew-Cab 2017,Ford F150-Supercrew-Cab 2017
2017,Ford,C-Max-Hybrid,Wagon,2020-01-27T20:44:18.406Z,Ford C-Max-Hybrid 2017,Ford C-Max-Hybrid 2017
2017,Ford,Escape,SUV,2020-01-27T20:44:18.406Z,Ford Escape 2017,Ford Escape 2017
2017,Ford,F350-Super-Duty-Regular-Cab,Pickup,2020-01-27T20:44:18.406Z,Ford F350-Super-Duty-Regular-Cab 2017,Ford F350-Super-Duty-Regular-Cab 2017
2017,Ford,Fusion-Energi,Sedan,2020-01-27T20:44:18.406Z,Ford Fusion-Energi 2017,Ford Fusion-Energi 2017
2017,Ford,F250-Super-Duty-Crew-Cab,Pickup,2020-01-27T20:44:18.406Z,Ford F250-Super-Duty-Crew-Cab 2017,Ford F250-Super-Duty-Crew-Cab 2017
2017,Ford,Fusion,Sedan,2020-01-27T20:44:18.406Z,Ford Fusion 2017,Ford Fusion 2017
2017,Freightliner,Sprinter-2500-Passenger,Van/Minivan,2020-01-27T20:44:18.406Z,Freightliner Sprinter-2500-Passenger 2017,Freightliner Sprinter-2500-Passenger 2017
2017,Ford,Transit-350-Wagon,Van/Minivan,2020-01-27T20:44:18.406Z,Ford Transit-350-Wagon 2017,Ford Transit-350-Wagon 2017
2017,Ford,F250-Super-Duty-Super-Cab,Pickup,2020-01-27T20:44:18.406Z,Ford F250-Super-Duty-Super-Cab 2017,Ford F250-Super-Duty-Super-Cab 2017
2017,Ford,Transit-150-Wagon,Van/Minivan,2020-01-27T20:44:18.406Z,Ford Transit-150-Wagon 2017,Ford Transit-150-Wagon 2017
2017,Ford,Explorer,SUV,2020-01-27T20:44:18.406Z,Ford Explorer 2017,Ford Explorer 2017
2017,Ford,Fiesta,"Sedan, Hatchback",2020-01-27T20:44:18.406Z,Ford Fiesta 2017,Ford Fiesta 2017
2017,Ford,Transit-350-Hd-Van,Van/Minivan,2020-01-27T20:44:18.406Z,Ford Transit-350-Hd-Van 2017,Ford Transit-350-Hd-Van 2017
2017,Ford,Expedition-El,SUV,2020-01-27T20:44:18.406Z,Ford Expedition-El 2017,Ford Expedition-El 2017
2017,Ford,F350-Super-Duty-Super-Cab,Pickup,2020-01-27T20:44:18.406Z,Ford F350-Super-Duty-Super-Cab 2017,Ford F350-Super-Duty-Super-Cab 2017
2017,Ford,Focus,"Sedan, Hatchback",2020-01-27T20:44:18.406Z,Ford Focus 2017,Ford Focus 2017
2017,Ford,Transit-150-Van,Van/Minivan,2020-01-27T20:44:18.406Z,Ford Transit-150-Van 2017,Ford Transit-150-Van 2017
2017,Ford,F350-Super-Duty-Crew-Cab,Pickup,2020-01-27T20:44:18.406Z,Ford F350-Super-Duty-Crew-Cab 2017,Ford F350-Super-Duty-Crew-Cab 2017
2017,Ford,Flex,SUV,2020-01-27T20:44:18.406Z,Ford Flex 2017,Ford Flex 2017
2017,Freightliner,Sprinter-2500-Cargo,Van/Minivan,2020-01-27T20:44:18.406Z,Freightliner Sprinter-2500-Cargo 2017,Freightliner Sprinter-2500-Cargo 2017
2017,Ford,F150-Super-Cab,Pickup,2020-01-27T20:44:18.406Z,Ford F150-Super-Cab 2017,Ford F150-Super-Cab 2017
2017,Ford,Mustang,"Convertible, Coupe",2020-01-27T20:44:18.406Z,Ford Mustang 2017,Ford Mustang 2017
2017,Ford,Taurus,Sedan,2020-01-27T20:44:18.406Z,Ford Taurus 2017,Ford Taurus 2017
2017,Ford,F450-Super-Duty-Crew-Cab,Pickup,2020-01-27T20:44:18.406Z,Ford F450-Super-Duty-Crew-Cab 2017,Ford F450-Super-Duty-Crew-Cab 2017
2017,Ford,F250-Super-Duty-Regular-Cab,Pickup,2020-01-27T20:44:18.406Z,Ford F250-Super-Duty-Regular-Cab 2017,Ford F250-Super-Duty-Regular-Cab 2017
2017,Gmc,Canyon-Extended-Cab,Pickup,2020-01-27T20:44:18.406Z,Gmc Canyon-Extended-Cab 2017,Gmc Canyon-Extended-Cab 2017
2017,Ford,Transit-Connect-Cargo,Van/Minivan,2020-01-27T20:44:18.406Z,Ford Transit-Connect-Cargo 2017,Ford Transit-Connect-Cargo 2017
2017,Freightliner,Sprinter-3500-Cargo,Van/Minivan,2020-01-27T20:44:18.406Z,Freightliner Sprinter-3500-Cargo 2017,Freightliner Sprinter-3500-Cargo 2017
2017,Genesis,G90,Sedan,2020-01-27T20:44:18.406Z,Genesis G90 2017,Genesis G90 2017
2017,Freightliner,Sprinter-3500Xd-Cargo,Van/Minivan,2020-01-27T20:44:18.406Z,Freightliner Sprinter-3500Xd-Cargo 2017,Freightliner Sprinter-3500Xd-Cargo 2017
2017,Genesis,G80,Sedan,2020-01-27T20:44:18.406Z,Genesis G80 2017,Genesis G80 2017
2017,Gmc,Acadia,SUV,2020-01-27T20:44:18.406Z,Gmc Acadia 2017,Gmc Acadia 2017
2017,Ford,Transit-250-Van,Van/Minivan,2020-01-27T20:44:18.406Z,Ford Transit-250-Van 2017,Ford Transit-250-Van 2017
2017,Ford,Transit-Connect-Passenger,Van/Minivan,2020-01-27T20:44:18.406Z,Ford Transit-Connect-Passenger 2017,Ford Transit-Connect-Passenger 2017
2017,Freightliner,Sprinter-2500-Crew,Van/Minivan,2020-01-27T20:44:18.406Z,Freightliner Sprinter-2500-Crew 2017,Freightliner Sprinter-2500-Crew 2017
2017,Gmc,Sierra-1500-Crew-Cab,Pickup,2020-01-27T20:44:18.407Z,Gmc Sierra-1500-Crew-Cab 2017,Gmc Sierra-1500-Crew-Cab 2017
2017,Freightliner,Sprinter-Worker-Cargo,Van/Minivan,2020-01-27T20:44:18.406Z,Freightliner Sprinter-Worker-Cargo 2017,Freightliner Sprinter-Worker-Cargo 2017
2017,Ford,Transit-350-Van,Van/Minivan,2020-01-27T20:44:18.406Z,Ford Transit-350-Van 2017,Ford Transit-350-Van 2017
2017,Freightliner,Sprinter-Worker-Passenger,Van/Minivan,2020-01-27T20:44:18.406Z,Freightliner Sprinter-Worker-Passenger 2017,Freightliner Sprinter-Worker-Passenger 2017
2017,Gmc,Acadia-Limited,SUV,2020-01-27T20:44:18.406Z,Gmc Acadia-Limited 2017,Gmc Acadia-Limited 2017
2017,Gmc,Savana-3500-Cargo,Van/Minivan,2020-01-27T20:44:18.406Z,Gmc Savana-3500-Cargo 2017,Gmc Savana-3500-Cargo 2017
2017,Honda,Accord,"Sedan, Coupe",2020-01-27T20:44:18.407Z,Honda Accord 2017,Honda Accord 2017
2017,Gmc,Sierra-1500-Double-Cab,Pickup,2020-01-27T20:44:18.407Z,Gmc Sierra-1500-Double-Cab 2017,Gmc Sierra-1500-Double-Cab 2017
2017,Gmc,Savana-2500-Cargo,Van/Minivan,2020-01-27T20:44:18.406Z,Gmc Savana-2500-Cargo 2017,Gmc Savana-2500-Cargo 2017
2017,Gmc,Sierra-3500-Hd-Regular-Cab,Pickup,2020-01-27T20:44:18.407Z,Gmc Sierra-3500-Hd-Regular-Cab 2017,Gmc Sierra-3500-Hd-Regular-Cab 2017
2017,Gmc,Savana-3500-Passenger,Van/Minivan,2020-01-27T20:44:18.407Z,Gmc Savana-3500-Passenger 2017,Gmc Savana-3500-Passenger 2017
2017,Gmc,Savana-2500-Passenger,Van/Minivan,2020-01-27T20:44:18.406Z,Gmc Savana-2500-Passenger 2017,Gmc Savana-2500-Passenger 2017
2017,Hyundai,Accent,"Sedan, Hatchback",2020-01-27T20:44:18.407Z,Hyundai Accent 2017,Hyundai Accent 2017
2017,Gmc,Terrain,SUV,2020-01-27T20:44:18.407Z,Gmc Terrain 2017,Gmc Terrain 2017
2017,Gmc,Canyon-Crew-Cab,Pickup,2020-01-27T20:44:18.406Z,Gmc Canyon-Crew-Cab 2017,Gmc Canyon-Crew-Cab 2017
2017,Hyundai,Ioniq-Hybrid,Hatchback,2020-01-27T20:44:18.407Z,Hyundai Ioniq-Hybrid 2017,Hyundai Ioniq-Hybrid 2017
2017,Gmc,Sierra-2500-Hd-Regular-Cab,Pickup,2020-01-27T20:44:18.407Z,Gmc Sierra-2500-Hd-Regular-Cab 2017,Gmc Sierra-2500-Hd-Regular-Cab 2017
2017,Honda,Fit,Hatchback,2020-01-27T20:44:18.407Z,Honda Fit 2017,Honda Fit 2017
2017,Gmc,Sierra-1500-Regular-Cab,Pickup,2020-01-27T20:44:18.407Z,Gmc Sierra-1500-Regular-Cab 2017,Gmc Sierra-1500-Regular-Cab 2017
2017,Gmc,Yukon,SUV,2020-01-27T20:44:18.407Z,Gmc Yukon 2017,Gmc Yukon 2017
2017,Gmc,Sierra-3500-Hd-Double-Cab,Pickup,2020-01-27T20:44:18.407Z,Gmc Sierra-3500-Hd-Double-Cab 2017,Gmc Sierra-3500-Hd-Double-Cab 2017
2017,Hyundai,Elantra-Gt,Hatchback,2020-01-27T20:44:18.407Z,Hyundai Elantra-Gt 2017,Hyundai Elantra-Gt 2017
2017,Gmc,Sierra-2500-Hd-Double-Cab,Pickup,2020-01-27T20:44:18.407Z,Gmc Sierra-2500-Hd-Double-Cab 2017,Gmc Sierra-2500-Hd-Double-Cab 2017
2017,Honda,Hr-V,SUV,2020-01-27T20:44:18.407Z,Honda Hr-V 2017,Honda Hr-V 2017
2017,Honda,Odyssey,Van/Minivan,2020-01-27T20:44:18.407Z,Honda Odyssey 2017,Honda Odyssey 2017
2017,Gmc,Sierra-2500-Hd-Crew-Cab,Pickup,2020-01-27T20:44:18.407Z,Gmc Sierra-2500-Hd-Crew-Cab 2017,Gmc Sierra-2500-Hd-Crew-Cab 2017
2017,Hyundai,Veloster,Coupe,2020-01-27T20:44:18.407Z,Hyundai Veloster 2017,Hyundai Veloster 2017
2017,Gmc,Yukon-Xl,SUV,2020-01-27T20:44:18.407Z,Gmc Yukon-Xl 2017,Gmc Yukon-Xl 2017
2017,Hyundai,Sonata,Sedan,2020-01-27T20:44:18.407Z,Hyundai Sonata 2017,Hyundai Sonata 2017
2017,Honda,Pilot,SUV,2020-01-27T20:44:18.407Z,Honda Pilot 2017,Honda Pilot 2017
2017,Gmc,Sierra-3500-Hd-Crew-Cab,Pickup,2020-01-27T20:44:18.407Z,Gmc Sierra-3500-Hd-Crew-Cab 2017,Gmc Sierra-3500-Hd-Crew-Cab 2017
2017,Honda,Accord-Hybrid,Sedan,2020-01-27T20:44:18.407Z,Honda Accord-Hybrid 2017,Honda Accord-Hybrid 2017
2017,Honda,Civic-Type-R,Hatchback,2020-01-27T20:44:18.407Z,Honda Civic-Type-R 2017,Honda Civic-Type-R 2017
2017,Honda,Civic,"Coupe, Sedan, Hatchback",2020-01-27T20:44:18.407Z,Honda Civic 2017,Honda Civic 2017
2017,Honda,Cr-V,SUV,2020-01-27T20:44:18.407Z,Honda Cr-V 2017,Honda Cr-V 2017
2017,Hyundai,Elantra,Sedan,2020-01-27T20:44:18.407Z,Hyundai Elantra 2017,Hyundai Elantra 2017
2017,Hyundai,Santa-Fe-Sport,SUV,2020-01-27T20:44:18.407Z,Hyundai Santa-Fe-Sport 2017,Hyundai Santa-Fe-Sport 2017
2017,Hyundai,Sonata-Plug-In-Hybrid,Sedan,2020-01-27T20:44:18.407Z,Hyundai Sonata-Plug-In-Hybrid 2017,Hyundai Sonata-Plug-In-Hybrid 2017
2017,Hyundai,Azera,Sedan,2020-01-27T20:44:18.407Z,Hyundai Azera 2017,Hyundai Azera 2017
2017,Honda,Ridgeline,Pickup,2020-01-27T20:44:18.407Z,Honda Ridgeline 2017,Honda Ridgeline 2017
2017,Infiniti,Qx50,SUV,2020-01-27T20:44:18.407Z,Infiniti Qx50 2017,Infiniti Qx50 2017
2017,Infiniti,Qx30,SUV,2020-01-27T20:44:18.407Z,Infiniti Qx30 2017,Infiniti Qx30 2017
2017,Infiniti,Qx70,SUV,2020-01-27T20:44:18.407Z,Infiniti Qx70 2017,Infiniti Qx70 2017
2017,Hyundai,Tucson,SUV,2020-01-27T20:44:18.407Z,Hyundai Tucson 2017,Hyundai Tucson 2017
2017,Hyundai,Sonata-Hybrid,Sedan,2020-01-27T20:44:18.407Z,Hyundai Sonata-Hybrid 2017,Hyundai Sonata-Hybrid 2017
2017,Jaguar,F-Type,"Coupe, Convertible",2020-01-27T20:44:18.407Z,Jaguar F-Type 2017,Jaguar F-Type 2017
2017,Hyundai,Tucson-Fuel-Cell,SUV,2020-01-27T20:44:18.407Z,Hyundai Tucson-Fuel-Cell 2017,Hyundai Tucson-Fuel-Cell 2017
2017,Infiniti,Qx80,SUV,2020-01-27T20:44:18.407Z,Infiniti Qx80 2017,Infiniti Qx80 2017
2017,Hyundai,Santa-Fe,SUV,2020-01-27T20:44:18.407Z,Hyundai Santa-Fe 2017,Hyundai Santa-Fe 2017
2017,Infiniti,Q70,Sedan,2020-01-27T20:44:18.407Z,Infiniti Q70 2017,Infiniti Q70 2017
2017,Infiniti,Qx60,SUV,2020-01-27T20:44:18.407Z,Infiniti Qx60 2017,Infiniti Qx60 2017
2017,Jaguar,F-Pace,SUV,2020-01-27T20:44:18.407Z,Jaguar F-Pace 2017,Jaguar F-Pace 2017
2017,Infiniti,Q50,Sedan,2020-01-27T20:44:18.407Z,Infiniti Q50 2017,Infiniti Q50 2017
2017,Infiniti,Q60,Coupe,2020-01-27T20:44:18.407Z,Infiniti Q60 2017,Infiniti Q60 2017
2017,Jaguar,Xe,Sedan,2020-01-27T20:44:18.407Z,Jaguar Xe 2017,Jaguar Xe 2017
2017,Hyundai,Ioniq-Electric,Hatchback,2020-01-27T20:44:18.407Z,Hyundai Ioniq-Electric 2017,Hyundai Ioniq-Electric 2017
2017,Jeep,Grand-Cherokee,SUV,2020-01-27T20:44:18.440Z,Jeep Grand-Cherokee 2017,Jeep Grand-Cherokee 2017
2017,Jeep,Cherokee,SUV,2020-01-27T20:44:18.440Z,Jeep Cherokee 2017,Jeep Cherokee 2017
2017,Jaguar,Xf,Sedan,2020-01-27T20:44:18.440Z,Jaguar Xf 2017,Jaguar Xf 2017
2017,Jeep,Wrangler,SUV,2020-01-27T20:44:18.440Z,Jeep Wrangler 2017,Jeep Wrangler 2017
2017,Jaguar,Xj,Sedan,2020-01-27T20:44:18.440Z,Jaguar Xj 2017,Jaguar Xj 2017
2017,Jeep,Renegade,SUV,2020-01-27T20:44:18.440Z,Jeep Renegade 2017,Jeep Renegade 2017
2017,Jeep,Wrangler-Unlimited,SUV,2020-01-27T20:44:18.440Z,Jeep Wrangler-Unlimited 2017,Jeep Wrangler-Unlimited 2017
2017,Kia,Rio,"Sedan, Hatchback",2020-01-27T20:44:18.441Z,Kia Rio 2017,Kia Rio 2017
2017,Kia,K900,Sedan,2020-01-27T20:44:18.440Z,Kia K900 2017,Kia K900 2017
2017,Kia,Optima,Sedan,2020-01-27T20:44:18.440Z,Kia Optima 2017,Kia Optima 2017
2017,Kia,Cadenza,Sedan,2020-01-27T20:44:18.440Z,Kia Cadenza 2017,Kia Cadenza 2017
2017,Jeep,Compass,SUV,2020-01-27T20:44:18.440Z,Jeep Compass 2017,Jeep Compass 2017
2017,Kia,Niro,Wagon,2020-01-27T20:44:18.440Z,Kia Niro 2017,Kia Niro 2017
2017,Kia,Sedona,Van/Minivan,2020-01-27T20:44:18.441Z,Kia Sedona 2017,Kia Sedona 2017
2017,Kia,Forte,Sedan,2020-01-27T20:44:18.440Z,Kia Forte 2017,Kia Forte 2017
2017,Kia,Forte5,Hatchback,2020-01-27T20:44:18.440Z,Kia Forte5 2017,Kia Forte5 2017
2017,Jeep,Patriot,SUV,2020-01-27T20:44:18.440Z,Jeep Patriot 2017,Jeep Patriot 2017
2017,Kia,Optima-Hybrid,Sedan,2020-01-27T20:44:18.441Z,Kia Optima-Hybrid 2017,Kia Optima-Hybrid 2017
2017,Land-Rover,Discovery,SUV,2020-01-27T20:44:18.441Z,Land-Rover Discovery 2017,Land-Rover Discovery 2017
2017,Land-Rover,Range-Rover,SUV,2020-01-27T20:44:18.441Z,Land-Rover Range-Rover 2017,Land-Rover Range-Rover 2017
2017,Kia,Soul,Wagon,2020-01-27T20:44:18.441Z,Kia Soul 2017,Kia Soul 2017
2017,Kia,Sorento,SUV,2020-01-27T20:44:18.441Z,Kia Sorento 2017,Kia Sorento 2017
2017,Land-Rover,Range-Rover-Sport,SUV,2020-01-27T20:44:18.441Z,Land-Rover Range-Rover-Sport 2017,Land-Rover Range-Rover-Sport 2017
2017,Lexus,Ls,Sedan,2020-01-27T20:44:18.441Z,Lexus Ls 2017,Lexus Ls 2017
