Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,mmy,mmy2
Chevrolet,Colorado,2012,regular unleaded,242.0,5.0,AUTOMATIC,four wheel drive,4.0,,Compact,Extended Cab Pickup,23,17,1385,29480,Chevrolet Colorado 2012,Chevrolet Colorado 2012
Chevrolet,Colorado,2012,regular unleaded,185.0,4.0,MANUAL,four wheel drive,4.0,,Compact,Extended Cab Pickup,24,18,1385,23030,Chevrolet Colorado 2012,Chevrolet Colorado 2012
Chevrolet,Colorado,2012,regular unleaded,185.0,4.0,MANUAL,four wheel drive,2.0,,Compact,Regular Cab Pickup,24,18,1385,20980,Chevrolet Colorado 2012,Chevrolet Colorado 2012
Chevrolet,Colorado,2012,regular unleaded,242.0,5.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,21,16,1385,30320,Chevrolet Colorado 2012,Chevrolet Colorado 2012
Chevrolet,Colorado,2012,regular unleaded,242.0,5.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Extended Cab Pickup,23,17,1385,26160,Chevrolet Colorado 2012,Chevrolet Colorado 2012
Chevrolet,Colorado,2012,regular unleaded,242.0,5.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,23,17,1385,27490,Chevrolet Colorado 2012,Chevrolet Colorado 2012
Chevrolet,Colorado,2012,regular unleaded,185.0,4.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Extended Cab Pickup,25,18,1385,22955,Chevrolet Colorado 2012,Chevrolet Colorado 2012
Chevrolet,Colorado,2012,regular unleaded,185.0,4.0,MANUAL,rear wheel drive,4.0,,Compact,Extended Cab Pickup,25,18,1385,19730,Chevrolet Colorado 2012,Chevrolet Colorado 2012
Chevrolet,Colorado,2012,regular unleaded,185.0,4.0,AUTOMATIC,four wheel drive,2.0,,Compact,Regular Cab Pickup,23,17,1385,24440,Chevrolet Colorado 2012,Chevrolet Colorado 2012
Chevrolet,Colorado,2012,regular unleaded,185.0,4.0,MANUAL,rear wheel drive,2.0,,Compact,Regular Cab Pickup,25,18,1385,17475,Chevrolet Colorado 2012,Chevrolet Colorado 2012
Chevrolet,Colorado,2012,regular unleaded,185.0,4.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,25,18,1385,24285,Chevrolet Colorado 2012,Chevrolet Colorado 2012
Chevrolet,Colorado,2012,regular unleaded,185.0,4.0,AUTOMATIC,four wheel drive,4.0,,Compact,Extended Cab Pickup,23,17,1385,26620,Chevrolet Colorado 2012,Chevrolet Colorado 2012
Chevrolet,Colorado,2012,regular unleaded,185.0,4.0,AUTOMATIC,rear wheel drive,2.0,,Compact,Regular Cab Pickup,25,18,1385,20370,Chevrolet Colorado 2012,Chevrolet Colorado 2012
Chevrolet,Colorado,2012,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Performance,Compact,Extended Cab Pickup,20,14,1385,27010,Chevrolet Colorado 2012,Chevrolet Colorado 2012
Chevrolet,Colorado,2012,regular unleaded,242.0,5.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,21,16,1385,28460,Chevrolet Colorado 2012,Chevrolet Colorado 2012
Chevrolet,Colorado,2015,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,,Compact,Extended Cab Pickup,25,19,1385,29220,Chevrolet Colorado 2015,Chevrolet Colorado 2015
Chevrolet,Colorado,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,27,20,1385,29550,Chevrolet Colorado 2015,Chevrolet Colorado 2015
Chevrolet,Colorado,2015,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,26,18,1385,25850,Chevrolet Colorado 2015,Chevrolet Colorado 2015
Chevrolet,Colorado,2015,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,26,18,1385,28630,Chevrolet Colorado 2015,Chevrolet Colorado 2015
Chevrolet,Colorado,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,27,20,1385,27110,Chevrolet Colorado 2015,Chevrolet Colorado 2015
Chevrolet,Colorado,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,27,20,1385,24330,Chevrolet Colorado 2015,Chevrolet Colorado 2015
Chevrolet,Colorado,2015,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,,Compact,Extended Cab Pickup,25,19,1385,26885,Chevrolet Colorado 2015,Chevrolet Colorado 2015
Chevrolet,Colorado,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,24,17,1385,30005,Chevrolet Colorado 2015,Chevrolet Colorado 2015
Chevrolet,Colorado,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,24,17,1385,34415,Chevrolet Colorado 2015,Chevrolet Colorado 2015
Chevrolet,Colorado,2015,regular unleaded,200.0,4.0,MANUAL,rear wheel drive,4.0,,Compact,Extended Cab Pickup,26,19,1385,21775,Chevrolet Colorado 2015,Chevrolet Colorado 2015
Chevrolet,Colorado,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,24,17,1385,32085,Chevrolet Colorado 2015,Chevrolet Colorado 2015
Chevrolet,Colorado,2015,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,26,18,1385,30785,Chevrolet Colorado 2015,Chevrolet Colorado 2015
Chevrolet,Colorado,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,24,17,1385,32385,Chevrolet Colorado 2015,Chevrolet Colorado 2015
Chevrolet,Colorado,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,24,17,1385,34115,Chevrolet Colorado 2015,Chevrolet Colorado 2015
Chevrolet,Colorado,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Extended Cab Pickup,27,20,1385,25170,Chevrolet Colorado 2015,Chevrolet Colorado 2015
Chevrolet,Colorado,2015,regular unleaded,200.0,4.0,MANUAL,rear wheel drive,4.0,,Compact,Extended Cab Pickup,26,19,1385,20120,Chevrolet Colorado 2015,Chevrolet Colorado 2015
Chevrolet,Colorado,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Extended Cab Pickup,27,20,1385,27630,Chevrolet Colorado 2015,Chevrolet Colorado 2015
Chevrolet,Colorado,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,24,17,1385,29705,Chevrolet Colorado 2015,Chevrolet Colorado 2015
Chevrolet,Colorado,2015,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,,Compact,Extended Cab Pickup,25,19,1385,31555,Chevrolet Colorado 2015,Chevrolet Colorado 2015
Chevrolet,Colorado,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Diesel,Compact,Crew Cab Pickup,24,17,1385,30665,Chevrolet Colorado 2016,Chevrolet Colorado 2016
Chevrolet,Colorado,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Diesel,Compact,Crew Cab Pickup,24,17,1385,32895,Chevrolet Colorado 2016,Chevrolet Colorado 2016
Chevrolet,Colorado,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Diesel,Compact,Crew Cab Pickup,24,17,1385,35000,Chevrolet Colorado 2016,Chevrolet Colorado 2016
Chevrolet,Colorado,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Diesel,Compact,Crew Cab Pickup,24,17,1385,30365,Chevrolet Colorado 2016,Chevrolet Colorado 2016
Chevrolet,Colorado,2016,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Extended Cab Pickup,27,20,1385,28515,Chevrolet Colorado 2016,Chevrolet Colorado 2016
Chevrolet,Colorado,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Diesel,Compact,Crew Cab Pickup,24,17,1385,33195,Chevrolet Colorado 2016,Chevrolet Colorado 2016
Chevrolet,Colorado,2016,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,,Compact,Extended Cab Pickup,25,19,1385,30030,Chevrolet Colorado 2016,Chevrolet Colorado 2016
Chevrolet,Colorado,2016,regular unleaded,200.0,4.0,MANUAL,rear wheel drive,4.0,,Compact,Extended Cab Pickup,26,19,1385,20100,Chevrolet Colorado 2016,Chevrolet Colorado 2016
Chevrolet,Colorado,2016,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,,Compact,Extended Cab Pickup,25,19,1385,32440,Chevrolet Colorado 2016,Chevrolet Colorado 2016
Chevrolet,Colorado,2016,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Diesel,Compact,Crew Cab Pickup,26,18,1385,31670,Chevrolet Colorado 2016,Chevrolet Colorado 2016
Chevrolet,Colorado,2016,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Diesel,Compact,Crew Cab Pickup,26,18,1385,26510,Chevrolet Colorado 2016,Chevrolet Colorado 2016
Chevrolet,Colorado,2016,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Diesel,Compact,Crew Cab Pickup,27,20,1385,30435,Chevrolet Colorado 2016,Chevrolet Colorado 2016
Chevrolet,Colorado,2016,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,Diesel,Compact,Extended Cab Pickup,25,19,1385,27545,Chevrolet Colorado 2016,Chevrolet Colorado 2016
Chevrolet,Colorado,2016,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Diesel,Compact,Crew Cab Pickup,27,20,1385,24990,Chevrolet Colorado 2016,Chevrolet Colorado 2016
Chevrolet,Colorado,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Diesel,Compact,Crew Cab Pickup,24,17,1385,35300,Chevrolet Colorado 2016,Chevrolet Colorado 2016
Chevrolet,Colorado,2016,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Diesel,Compact,Crew Cab Pickup,27,20,1385,27920,Chevrolet Colorado 2016,Chevrolet Colorado 2016
Chevrolet,Colorado,2016,regular unleaded,200.0,4.0,MANUAL,rear wheel drive,4.0,Diesel,Compact,Extended Cab Pickup,26,19,1385,22435,Chevrolet Colorado 2016,Chevrolet Colorado 2016
Chevrolet,Colorado,2016,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Extended Cab Pickup,27,20,1385,25980,Chevrolet Colorado 2016,Chevrolet Colorado 2016
Chevrolet,Colorado,2016,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Diesel,Compact,Crew Cab Pickup,26,18,1385,29440,Chevrolet Colorado 2016,Chevrolet Colorado 2016
Bentley,Continental-Flying-Spur-Speed,2011,premium unleaded (required),600.0,12.0,AUTOMATIC,all wheel drive,4.0,"Exotic,Factory Tuner,Luxury,High-Performance",Large,Sedan,17,10,520,206600,Bentley Continental-Flying-Spur-Speed 2011,Bentley Continental-Flying-Spur-Speed 2011
Bentley,Continental-Flying-Spur-Speed,2012,flex-fuel (premium unleaded required/E85),600.0,12.0,AUTOMATIC,all wheel drive,4.0,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Large,Sedan,17,10,520,209600,Bentley Continental-Flying-Spur-Speed 2012,Bentley Continental-Flying-Spur-Speed 2012
Bentley,Continental-Flying-Spur-Speed,2013,flex-fuel (premium unleaded required/E85),600.0,12.0,AUTOMATIC,all wheel drive,4.0,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Large,Sedan,17,10,520,209600,Bentley Continental-Flying-Spur-Speed 2013,Bentley Continental-Flying-Spur-Speed 2013
Bentley,Continental-Flying-Spur,2011,flex-fuel (premium unleaded required/E85),552.0,12.0,AUTOMATIC,all wheel drive,4.0,"Exotic,Flex Fuel,Luxury,High-Performance",Large,Sedan,18,11,520,181200,Bentley Continental-Flying-Spur 2011,Bentley Continental-Flying-Spur 2011
Bentley,Continental-Flying-Spur,2012,flex-fuel (premium unleaded required/E85),552.0,12.0,AUTOMATIC,all wheel drive,4.0,"Exotic,Flex Fuel,Luxury,High-Performance",Large,Sedan,19,11,520,184200,Bentley Continental-Flying-Spur 2012,Bentley Continental-Flying-Spur 2012
Bentley,Continental-Flying-Spur,2013,flex-fuel (premium unleaded required/E85),552.0,12.0,AUTOMATIC,all wheel drive,4.0,"Exotic,Flex Fuel,Luxury,High-Performance",Large,Sedan,19,11,520,184200,Bentley Continental-Flying-Spur 2013,Bentley Continental-Flying-Spur 2013
Bentley,Continental-Gt-Speed-Convertible,2014,flex-fuel (premium unleaded required/E85),626.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,20,12,520,238700,Bentley Continental-Gt-Speed-Convertible 2014,Bentley Continental-Gt-Speed-Convertible 2014
Bentley,Continental-Gt-Speed,2010,premium unleaded (required),600.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Coupe,17,10,520,207700,Bentley Continental-Gt-Speed 2010,Bentley Continental-Gt-Speed 2010
Bentley,Continental-Gt-Speed,2014,flex-fuel (premium unleaded required/E85),616.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Midsize,Coupe,20,13,520,217000,Bentley Continental-Gt-Speed 2014,Bentley Continental-Gt-Speed 2014
Bentley,Continental-Gt3-R,2015,premium unleaded (required),572.0,8.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Coupe,23,13,520,337000,Bentley Continental-Gt3-R 2015,Bentley Continental-Gt3-R 2015
Bentley,Continental-Gt,2014,premium unleaded (required),500.0,8.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Luxury,High-Performance",Midsize,Coupe,24,15,520,177500,Bentley Continental-Gt 2014,Bentley Continental-Gt 2014
Bentley,Continental-Gt,2014,premium unleaded (required),521.0,8.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Coupe,24,15,520,196500,Bentley Continental-Gt 2014,Bentley Continental-Gt 2014
Bentley,Continental-Gt,2014,flex-fuel (premium unleaded required/E85),567.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Flex Fuel,Luxury,High-Performance",Midsize,Coupe,21,12,520,198600,Bentley Continental-Gt 2014,Bentley Continental-Gt 2014
Bentley,Continental-Gt,2015,flex-fuel (premium unleaded required/E85),626.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,20,12,520,250100,Bentley Continental-Gt 2015,Bentley Continental-Gt 2015
Bentley,Continental-Gt,2015,flex-fuel (premium unleaded required/E85),626.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Midsize,Coupe,21,12,520,227600,Bentley Continental-Gt 2015,Bentley Continental-Gt 2015
Bentley,Continental-Gt,2015,flex-fuel (premium unleaded required/E85),567.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Flex Fuel,Luxury,High-Performance",Midsize,Coupe,21,12,520,203500,Bentley Continental-Gt 2015,Bentley Continental-Gt 2015
Bentley,Continental-Gt,2015,premium unleaded (required),521.0,8.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,24,14,520,219400,Bentley Continental-Gt 2015,Bentley Continental-Gt 2015
Bentley,Continental-Gt,2015,premium unleaded (required),500.0,8.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Luxury,High-Performance",Midsize,Convertible,24,14,520,206300,Bentley Continental-Gt 2015,Bentley Continental-Gt 2015
Bentley,Continental-Gt,2015,premium unleaded (required),500.0,8.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Luxury,High-Performance",Midsize,Coupe,25,15,520,187900,Bentley Continental-Gt 2015,Bentley Continental-Gt 2015
Bentley,Continental-Gt,2015,flex-fuel (premium unleaded required/E85),567.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Flex Fuel,Luxury,High-Performance",Midsize,Convertible,20,12,520,223600,Bentley Continental-Gt 2015,Bentley Continental-Gt 2015
Bentley,Continental-Gt,2015,premium unleaded (required),521.0,8.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Coupe,25,15,520,199700,Bentley Continental-Gt 2015,Bentley Continental-Gt 2015
Bentley,Continental-Gt,2016,premium unleaded (required),521.0,8.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,24,14,520,231800,Bentley Continental-Gt 2016,Bentley Continental-Gt 2016
Bentley,Continental-Gt,2016,premium unleaded (required),500.0,8.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Luxury,High-Performance",Midsize,Coupe,25,15,520,198500,Bentley Continental-Gt 2016,Bentley Continental-Gt 2016
Bentley,Continental-Gt,2016,premium unleaded (required),500.0,8.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Luxury,High-Performance",Midsize,Convertible,24,14,520,218400,Bentley Continental-Gt 2016,Bentley Continental-Gt 2016
Bentley,Continental-Gt,2016,premium unleaded (required),626.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Coupe,21,12,520,239400,Bentley Continental-Gt 2016,Bentley Continental-Gt 2016
Bentley,Continental-Gt,2016,premium unleaded (required),582.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Luxury,High-Performance",Midsize,Convertible,20,12,520,236100,Bentley Continental-Gt 2016,Bentley Continental-Gt 2016
Bentley,Continental-Gt,2016,premium unleaded (required),582.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Luxury,High-Performance",Midsize,Coupe,21,12,520,214600,Bentley Continental-Gt 2016,Bentley Continental-Gt 2016
Bentley,Continental-Gt,2016,premium unleaded (required),521.0,8.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Coupe,25,15,520,210700,Bentley Continental-Gt 2016,Bentley Continental-Gt 2016
Bentley,Continental-Gt,2016,premium unleaded (required),626.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,20,12,520,263400,Bentley Continental-Gt 2016,Bentley Continental-Gt 2016
Bentley,Continental-Gtc-Speed,2010,premium unleaded (required),600.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,17,10,520,231400,Bentley Continental-Gtc-Speed 2010,Bentley Continental-Gtc-Speed 2010
Bentley,Continental-Gtc-Speed,2011,flex-fuel (premium unleaded required/E85),600.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,17,10,520,236100,Bentley Continental-Gtc-Speed 2011,Bentley Continental-Gtc-Speed 2011
Bentley,Continental-Gtc,2012,flex-fuel (premium unleaded required/E85),567.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Flex Fuel,Luxury,High-Performance",Midsize,Convertible,19,11,520,212800,Bentley Continental-Gtc 2012,Bentley Continental-Gtc 2012
Bentley,Continental-Gtc,2013,flex-fuel (premium unleaded required/E85),567.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Flex Fuel,Luxury,High-Performance",Midsize,Convertible,19,11,520,212800,Bentley Continental-Gtc 2013,Bentley Continental-Gtc 2013
Bentley,Continental-Gtc,2013,premium unleaded (required),500.0,8.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Luxury,High-Performance",Midsize,Convertible,24,14,520,191400,Bentley Continental-Gtc 2013,Bentley Continental-Gtc 2013
Bentley,Continental-Gtc,2014,premium unleaded (required),500.0,8.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Luxury,High-Performance",Midsize,Convertible,24,14,520,195200,Bentley Continental-Gtc 2014,Bentley Continental-Gtc 2014
Bentley,Continental-Gtc,2014,flex-fuel (premium unleaded required/E85),567.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Flex Fuel,Luxury,High-Performance",Midsize,Convertible,20,12,520,218500,Bentley Continental-Gtc 2014,Bentley Continental-Gtc 2014
Bentley,Continental-Gtc,2014,premium unleaded (required),521.0,8.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,24,14,520,216200,Bentley Continental-Gtc 2014,Bentley Continental-Gtc 2014
Bentley,Continental-Supersports-Convertible,2011,flex-fuel (premium unleaded required/E85),621.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,19,12,520,280400,Bentley Continental-Supersports-Convertible 2011,Bentley Continental-Supersports-Convertible 2011
Bentley,Continental-Supersports-Convertible,2012,flex-fuel (premium unleaded required/E85),621.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,19,12,520,280400,Bentley Continental-Supersports-Convertible 2012,Bentley Continental-Supersports-Convertible 2012
Bentley,Continental-Supersports,2010,flex-fuel (premium unleaded required/E85),621.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Midsize,Coupe,19,12,520,267000,Bentley Continental-Supersports 2010,Bentley Continental-Supersports 2010
Bentley,Continental-Supersports,2011,flex-fuel (premium unleaded required/E85),621.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Midsize,Coupe,19,12,520,267000,Bentley Continental-Supersports 2011,Bentley Continental-Supersports 2011
Bentley,Continental-Supersports,2012,flex-fuel (premium unleaded required/E85),621.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Midsize,Coupe,19,12,520,267000,Bentley Continental-Supersports 2012,Bentley Continental-Supersports 2012
Lincoln,Continental,2017,regular unleaded,305.0,6.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,26,17,61,44560,Lincoln Continental 2017,Lincoln Continental 2017
Lincoln,Continental,2017,regular unleaded,305.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Large,Sedan,24,16,61,46560,Lincoln Continental 2017,Lincoln Continental 2017
Lincoln,Continental,2017,regular unleaded,305.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Large,Sedan,24,16,61,49515,Lincoln Continental 2017,Lincoln Continental 2017
Lincoln,Continental,2017,premium unleaded (recommended),,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Large,Sedan,25,17,61,55915,Lincoln Continental 2017,Lincoln Continental 2017
Lincoln,Continental,2017,premium unleaded (recommended),,6.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,27,18,61,62915,Lincoln Continental 2017,Lincoln Continental 2017
Lincoln,Continental,2017,premium unleaded (recommended),,6.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,27,18,61,53915,Lincoln Continental 2017,Lincoln Continental 2017
Lincoln,Continental,2017,premium unleaded (recommended),,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Large,Sedan,25,17,61,64915,Lincoln Continental 2017,Lincoln Continental 2017
Lincoln,Continental,2017,regular unleaded,305.0,6.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,26,17,61,47515,Lincoln Continental 2017,Lincoln Continental 2017
Toyota,Corolla-Im,2017,regular unleaded,137.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,35,27,2031,18750,Toyota Corolla-Im 2017,Toyota Corolla-Im 2017
Toyota,Corolla-Im,2017,regular unleaded,137.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,36,28,2031,19490,Toyota Corolla-Im 2017,Toyota Corolla-Im 2017
Toyota,Corolla,2015,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,42,30,2031,18965,Toyota Corolla 2015,Toyota Corolla 2015
Toyota,Corolla,2015,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,38,29,2031,18965,Toyota Corolla 2015,Toyota Corolla 2015
Toyota,Corolla,2015,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,40,30,2031,19665,Toyota Corolla 2015,Toyota Corolla 2015
Toyota,Corolla,2015,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,37,29,2031,19895,Toyota Corolla 2015,Toyota Corolla 2015
Toyota,Corolla,2015,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,36,27,2031,17550,Toyota Corolla 2015,Toyota Corolla 2015
Toyota,Corolla,2015,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,37,28,2031,16950,Toyota Corolla 2015,Toyota Corolla 2015
Toyota,Corolla,2015,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,37,28,2031,21495,Toyota Corolla 2015,Toyota Corolla 2015
Toyota,Corolla,2015,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,38,29,2031,22025,Toyota Corolla 2015,Toyota Corolla 2015
Toyota,Corolla,2015,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,37,29,2031,22955,Toyota Corolla 2015,Toyota Corolla 2015
Toyota,Corolla,2015,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,37,29,2031,19195,Toyota Corolla 2015,Toyota Corolla 2015
Toyota,Corolla,2015,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,40,30,2031,22725,Toyota Corolla 2015,Toyota Corolla 2015
Toyota,Corolla,2015,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,38,29,2031,18565,Toyota Corolla 2015,Toyota Corolla 2015
Toyota,Corolla,2016,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,42,30,2031,19135,Toyota Corolla 2016,Toyota Corolla 2016
Toyota,Corolla,2016,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,38,29,2031,19135,Toyota Corolla 2016,Toyota Corolla 2016
Toyota,Corolla,2016,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,37,29,2031,20065,Toyota Corolla 2016,Toyota Corolla 2016
Toyota,Corolla,2016,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,37,28,2031,17300,Toyota Corolla 2016,Toyota Corolla 2016
